Room,Box,NIDevAnalog,ChAnalog,VoltRange,NIDevDigital,ChDigital,ChTrigger,ChOffset,NIDevCounter,ChCounter,Arduino,Camera,MatlabCamera
TestRoom,0,2,0 1 2,,0,,,,2,1,,,
